"age","balance","duration","marital_married","marital_single","education_secondary","education_tertiary","education_unknown","housing","loan","poutcome_other","poutcome_success","poutcome_unknown","y"
32,3586,71,0,1,1,0,0,0,0,0,0,1,0
51,47,54,1,0,1,0,0,0,0,0,0,1,0
48,869,48,0,0,0,1,0,0,0,0,0,1,0
31,4247,131,0,1,0,1,0,0,0,0,0,1,0
30,44,82,0,1,0,1,0,0,0,0,0,1,0
57,2774,299,1,0,1,0,0,0,0,0,0,1,0
32,3818,100,0,1,0,1,0,0,0,0,0,1,0
34,724,92,1,0,0,1,0,0,0,0,0,1,0
33,0,73,1,0,1,0,0,0,0,0,0,1,0
47,682,638,1,0,0,1,0,0,0,0,0,1,1
32,0,594,0,1,1,0,0,0,0,0,0,1,1
55,3485,625,1,0,0,0,0,0,0,0,0,1,1
35,-1041,105,1,0,1,0,0,1,1,0,0,1,0
37,984,180,1,0,0,1,0,1,0,0,0,1,0
49,271,140,1,0,0,1,0,1,0,0,0,1,0
60,5421,458,1,0,0,0,1,0,0,0,0,1,0
54,10,195,1,0,1,0,0,1,0,0,0,1,0
60,7,87,1,0,1,0,0,0,1,0,0,1,0
59,574,197,1,0,0,0,0,0,0,0,0,1,0
59,0,203,1,0,1,0,0,0,0,0,0,1,0
52,1271,131,1,0,0,0,0,0,0,0,0,1,0
48,4,68,1,0,1,0,0,0,0,0,0,1,0
58,519,251,1,0,1,0,0,0,0,0,0,1,0
52,6429,138,1,0,1,0,0,0,0,0,0,1,0
40,193,105,1,0,0,1,0,0,0,0,0,1,0
36,7296,108,0,0,0,1,0,1,0,0,0,1,0
45,419,113,1,0,0,0,0,0,0,0,0,1,0
31,63,161,0,1,0,1,0,0,0,0,0,1,0
35,750,233,1,0,0,1,0,1,0,0,0,1,0
36,2944,882,0,1,0,1,0,0,0,0,0,1,1
45,4971,115,1,0,1,0,0,0,0,0,0,1,0
30,913,341,1,0,0,1,0,1,0,0,0,1,0
49,154,26,1,0,0,0,0,1,0,0,0,1,0
55,2678,151,1,0,1,0,0,0,1,0,0,1,0
30,13763,313,0,1,0,1,0,0,0,0,0,1,0
45,907,230,1,0,0,0,0,0,0,0,0,1,0
60,262,393,1,0,1,0,0,0,0,0,0,1,0
56,2442,111,1,0,0,0,0,0,1,0,0,1,0
58,37,84,1,0,1,0,0,0,0,0,0,1,0
60,3122,51,1,0,1,0,0,0,0,0,0,1,0
43,1413,116,0,0,0,1,0,1,0,0,0,1,0
48,434,73,1,0,0,0,1,0,0,0,0,1,0
46,1353,528,1,0,1,0,0,0,0,0,0,1,1
46,5,71,1,0,1,0,0,0,0,0,0,1,0
57,490,70,1,0,1,0,0,1,0,0,0,1,0
51,2323,151,0,0,1,0,0,1,1,0,0,1,0
51,193,146,1,0,1,0,0,0,0,0,0,1,0
36,1406,266,0,0,0,1,0,1,0,0,0,1,0
46,0,74,1,0,1,0,0,0,0,0,0,1,0
50,569,452,1,0,0,1,0,0,1,0,0,1,0
45,185,34,1,0,0,0,0,0,0,0,0,1,0
34,96,113,1,0,1,0,0,0,0,0,0,1,0
45,1621,122,1,0,1,0,0,0,0,0,0,1,0
54,11,48,1,0,0,0,0,1,1,0,0,1,0
36,110,80,1,0,1,0,0,0,0,0,0,1,0
39,1914,94,0,1,0,1,0,0,0,0,0,1,0
56,4914,70,1,0,1,0,0,0,0,0,0,1,0
46,689,121,1,0,1,0,0,0,0,0,0,1,0
34,176,61,1,0,0,1,0,0,0,0,0,1,0
55,1901,143,1,0,1,0,0,0,0,0,0,1,0
36,127,172,0,0,1,0,0,0,0,0,0,1,0
54,3398,71,1,0,1,0,0,1,0,0,0,1,0
35,4564,45,1,0,0,1,0,0,0,0,0,1,0
49,1157,91,1,0,1,0,0,0,0,0,0,1,0
36,1283,92,0,1,0,1,0,0,0,0,0,1,0
57,50,89,1,0,0,0,0,0,0,0,0,1,0
55,512,115,1,0,1,0,0,0,0,0,0,1,0
48,297,121,0,0,1,0,0,0,0,0,0,1,0
43,-173,119,0,0,0,1,0,0,1,0,0,1,0
37,3396,69,1,0,1,0,0,0,0,0,0,1,0
33,3335,98,1,0,0,1,0,0,0,0,0,1,0
48,0,195,1,0,1,0,0,0,0,0,0,1,0
36,324,104,1,0,0,1,0,0,0,0,0,1,0
44,8402,515,1,0,0,1,0,1,0,0,0,1,0
35,2306,86,0,1,0,1,0,0,0,0,0,1,0
35,0,100,0,0,0,1,0,0,0,0,0,1,0
58,0,27,1,0,1,0,0,0,0,0,0,1,0
42,1225,104,0,1,0,1,0,0,0,0,0,1,0
55,987,63,0,1,1,0,0,0,0,0,0,1,0
36,6,166,1,0,0,1,0,1,0,0,0,1,0
60,5450,113,1,0,1,0,0,0,0,0,0,1,0
55,0,309,0,0,0,1,0,0,0,0,0,1,1
52,52,124,1,0,0,1,0,0,1,0,0,1,0
47,1979,207,1,0,0,1,0,0,0,0,0,1,0
35,1635,90,0,1,0,1,0,0,0,0,0,1,0
48,2227,98,1,0,0,0,0,0,0,0,0,1,0
31,927,100,1,0,0,1,0,0,0,0,0,1,0
32,1117,219,0,1,0,1,0,0,0,0,0,1,0
32,-217,129,0,1,0,1,0,1,1,0,0,1,0
30,1077,128,0,1,0,1,0,0,0,0,0,1,0
34,332,75,0,1,0,1,0,0,0,0,0,1,0
42,624,75,0,0,0,1,0,0,0,0,0,1,0
30,1535,67,0,1,0,1,0,0,0,0,0,1,0
55,211,111,1,0,0,0,0,0,0,0,0,1,0
51,2242,498,1,0,1,0,0,0,0,0,0,1,0
46,1000,96,1,0,1,0,0,0,0,0,0,1,0
48,3324,203,0,0,1,0,0,0,0,0,0,1,0
47,362,111,1,0,0,0,0,1,0,0,0,1,0
48,288,585,1,0,0,1,0,0,0,0,0,1,0
45,4112,140,1,0,0,1,0,0,0,0,0,1,0
23,489,235,1,0,0,1,0,0,1,0,0,1,0
60,8121,98,1,0,1,0,0,1,1,0,0,1,0
56,3206,129,1,0,0,0,0,0,0,0,0,1,0
30,796,315,0,1,1,0,0,1,1,0,0,1,0
59,1100,147,1,0,0,0,0,0,0,0,0,1,0
54,473,134,0,1,1,0,0,1,0,0,0,1,0
34,0,431,1,0,0,1,0,0,0,0,0,1,0
51,219,63,1,0,1,0,0,0,0,0,0,1,0
49,1101,29,1,0,0,0,1,0,0,0,0,1,0
31,0,93,0,1,1,0,0,0,0,0,0,1,0
47,1219,697,1,0,1,0,0,0,0,0,0,1,1
33,5641,168,1,0,0,1,0,0,0,0,0,1,0
33,804,212,1,0,1,0,0,0,1,0,0,1,0
54,3797,253,1,0,0,1,0,0,0,0,0,1,0
42,1018,280,1,0,1,0,0,0,0,0,0,1,0
60,3,80,1,0,0,1,0,0,0,0,0,1,0
41,335,169,1,0,1,0,0,0,0,0,0,1,0
49,1798,209,1,0,0,0,0,1,1,0,0,1,0
57,1404,119,1,0,1,0,0,0,0,0,0,1,0
60,0,161,0,1,0,1,0,0,0,0,0,1,0
43,13044,36,1,0,0,1,0,0,0,0,0,1,0
48,199,29,1,0,0,0,0,0,0,0,0,1,0
33,389,79,0,1,0,1,0,0,0,0,0,1,0
40,2935,192,1,0,0,1,0,1,0,0,0,1,0
55,1097,199,0,1,0,1,0,0,0,0,0,1,0
54,0,144,1,0,0,0,0,0,0,0,0,1,0
33,813,331,1,0,0,0,0,0,0,0,0,1,0
50,5124,111,1,0,0,1,0,1,0,0,0,1,0
31,350,471,0,1,0,1,0,0,0,0,0,1,0
60,0,142,1,0,0,0,0,0,0,0,0,1,0
45,1629,58,1,0,1,0,0,0,0,0,0,1,0
43,41630,68,1,0,0,1,0,0,0,0,0,1,0
33,134,79,0,1,0,1,0,0,0,0,0,1,0
30,1541,471,0,1,0,1,0,0,0,0,0,1,1
58,796,102,0,0,1,0,0,0,0,0,0,1,0
33,602,87,1,0,0,1,0,1,0,0,0,1,0
37,129,128,1,0,0,1,0,0,0,0,0,1,0
33,79,170,1,0,1,0,0,1,0,0,0,1,0
42,1064,101,0,0,0,1,0,0,0,0,0,1,0
60,1211,268,1,0,1,0,0,0,0,0,0,1,0
47,236,263,0,0,1,0,0,0,0,0,0,1,0
39,429,80,1,0,0,1,0,0,0,0,0,1,0
43,1253,52,1,0,0,1,0,0,1,0,0,1,0
54,392,254,1,0,0,0,0,0,0,0,0,1,0
55,0,201,1,0,0,1,0,0,1,0,0,1,0
56,985,150,0,0,1,0,0,0,1,0,0,1,0
44,1764,70,1,0,0,1,0,0,0,0,0,1,0
50,9202,204,1,0,0,0,0,0,0,0,0,1,0
32,3628,130,0,0,0,1,0,0,0,0,0,1,0
35,23876,191,1,0,1,0,0,0,0,0,0,1,0
41,139,781,1,0,0,1,0,0,0,0,0,1,0
39,3575,74,0,0,0,1,0,0,1,0,0,1,0
32,82,66,0,1,1,0,0,0,0,0,0,1,0
46,302,80,0,0,0,1,0,0,0,0,0,1,0
32,2870,91,0,0,1,0,0,0,0,0,0,1,0
61,0,280,1,0,0,0,0,1,1,0,0,1,0
52,3732,212,1,0,0,1,0,0,0,0,0,1,0
32,0,143,1,0,1,0,0,1,0,0,0,1,0
59,3779,93,1,0,0,1,0,0,0,0,0,1,0
35,0,65,1,0,0,0,0,0,0,0,0,1,0
32,1969,271,1,0,0,1,0,0,0,0,0,1,0
30,239,199,1,0,1,0,0,1,0,0,0,1,0
54,2883,1126,1,0,0,1,0,0,0,0,0,1,0
30,2143,514,0,1,1,0,0,1,1,0,0,1,0
30,10639,75,1,0,0,1,0,0,0,0,0,1,0
31,41,392,0,1,0,1,0,1,0,0,0,1,0
51,-55,119,0,1,0,1,0,1,0,0,0,1,0
52,1134,151,1,0,0,1,0,1,0,0,0,1,0
39,3913,150,1,0,0,1,0,0,0,0,0,1,0
40,42,215,1,0,0,1,0,0,1,0,0,1,0
32,2481,547,0,1,0,1,0,0,0,0,0,1,0
48,14148,85,1,0,1,0,0,1,0,0,0,1,0
54,548,520,1,0,1,0,0,0,0,0,0,1,1
45,376,86,1,0,1,0,0,0,1,0,0,1,0
49,1350,22,1,0,1,0,0,0,0,0,0,1,0
31,431,75,0,0,1,0,0,1,1,0,0,1,0
46,3115,134,1,0,0,1,0,0,0,0,0,1,0
52,4660,82,1,0,0,0,0,0,0,0,0,1,0
55,0,984,1,0,0,0,0,0,0,0,0,1,0
50,8139,256,1,0,0,0,0,1,0,0,0,1,0
45,0,249,1,0,1,0,0,0,0,0,0,1,0
53,4994,62,1,0,1,0,0,0,0,0,0,1,0
31,11821,384,0,1,0,1,0,0,0,0,0,1,1
32,548,377,0,1,0,1,0,0,0,0,0,1,0
46,473,201,1,0,0,1,0,1,0,0,0,1,0
36,53,64,0,1,0,1,0,0,1,0,0,1,0
40,0,261,1,0,0,1,0,0,0,0,0,1,0
31,254,1576,0,0,0,1,0,0,0,0,0,1,1
52,9804,155,1,0,0,0,0,1,1,0,0,1,0
45,47,128,1,0,0,0,0,0,1,0,0,1,0
48,583,260,1,0,0,0,0,0,0,0,0,1,0
39,2226,103,1,0,0,1,0,1,0,0,0,1,0
33,199,178,0,1,1,0,0,0,0,0,0,1,0
46,4414,504,0,1,0,1,0,0,0,0,0,1,1
30,19,16,0,1,1,0,0,1,0,0,0,1,0
32,598,135,1,0,0,1,0,0,0,0,0,1,0
48,427,202,1,0,1,0,0,0,0,0,0,1,0
34,757,37,0,1,0,1,0,0,0,0,0,1,0
45,-374,149,1,0,1,0,0,0,1,0,0,1,0
60,1043,1364,1,0,0,0,0,0,0,0,0,1,0
61,985,998,1,0,1,0,0,0,0,0,0,1,1
46,250,166,1,0,1,0,0,0,0,0,0,1,0
52,2977,286,1,0,0,0,0,0,0,0,0,1,0
56,324,213,1,0,1,0,0,0,0,0,0,1,0
50,-35,207,0,0,1,0,0,1,0,0,0,1,0
38,1221,73,0,0,1,0,0,1,1,0,0,1,0
49,418,1559,1,0,0,0,0,0,0,0,0,1,0
58,1241,194,1,0,0,0,0,0,0,0,0,1,1
35,771,221,0,0,0,1,0,1,1,0,0,1,0
43,140,192,0,1,0,1,0,0,0,0,0,1,0
33,576,304,1,0,0,1,0,1,0,0,0,1,0
30,0,124,0,1,0,1,0,0,0,0,0,1,0
43,171,67,0,0,0,1,0,0,0,0,0,1,0
35,0,276,0,1,0,1,0,0,0,0,0,1,0
36,2603,174,0,1,1,0,0,1,0,0,0,1,0
35,548,457,1,0,1,0,0,0,0,0,0,1,0
47,665,885,1,0,1,0,0,0,0,0,0,1,0
47,2914,405,0,0,1,0,0,1,0,0,0,1,0
30,2832,350,0,1,0,1,0,0,0,0,0,1,0
52,0,395,1,0,1,0,0,0,0,0,0,1,0
51,1840,312,1,0,1,0,0,1,0,0,0,1,0
33,173,26,1,0,1,0,0,0,0,0,0,1,0
32,2678,779,1,0,0,0,0,0,0,0,0,1,0
38,276,92,0,0,1,0,0,0,0,0,0,1,0
34,0,374,0,0,1,0,0,1,1,0,0,1,0
33,12177,76,0,1,1,0,0,0,0,0,0,1,0
52,-644,119,0,0,0,0,0,0,0,0,0,1,0
41,2851,296,1,0,1,0,0,0,0,0,0,1,0
32,20,193,0,1,0,1,0,1,1,0,0,1,0
31,0,87,0,1,1,0,0,0,0,0,0,1,0
30,209,243,0,1,1,0,0,0,0,0,0,1,0
45,121,835,1,0,0,1,0,0,0,0,0,1,0
38,173,205,1,0,1,0,0,0,0,0,0,1,0
37,1435,724,0,1,1,0,0,0,0,0,0,1,1
48,9207,445,1,0,0,1,0,0,0,0,0,1,0
37,2074,244,0,1,0,1,0,0,0,0,0,1,0
44,366,212,1,0,1,0,0,0,1,0,0,1,0
45,256,119,1,0,1,0,0,0,0,0,0,1,0
31,3701,709,0,1,1,0,0,0,0,0,0,1,0
32,1966,176,0,1,0,1,0,0,0,0,0,1,0
43,0,241,1,0,0,1,0,0,0,0,0,1,0
46,2653,314,1,0,0,0,0,0,0,0,0,1,0
40,169,43,1,0,1,0,0,1,0,0,0,1,0
33,-5,127,0,1,0,1,0,0,0,0,0,1,0
58,451,729,1,0,1,0,0,0,0,0,0,1,0
49,306,285,1,0,0,1,0,1,0,0,0,1,0
60,808,393,1,0,0,0,0,0,0,0,0,1,0
35,150,242,1,0,1,0,0,0,0,0,0,1,0
56,0,82,1,0,0,0,1,0,0,0,0,1,0
54,3601,238,1,0,1,0,0,0,0,0,0,1,0
30,3045,189,0,1,0,1,0,0,0,0,0,1,0
37,453,129,0,1,0,1,0,0,0,0,0,1,0
49,4772,157,1,0,1,0,0,0,0,0,0,1,0
39,1043,195,0,1,0,1,0,0,0,0,0,1,0
45,2359,199,1,0,0,1,0,0,0,0,0,1,0
31,979,298,1,0,0,0,0,0,1,0,0,1,0
55,549,43,1,0,1,0,0,0,0,0,0,1,0
58,2180,273,1,0,0,0,1,0,0,0,0,1,0
60,955,37,1,0,1,0,0,0,0,0,0,1,0
42,3038,693,1,0,0,1,0,0,0,0,0,1,0
48,466,99,1,0,1,0,0,0,0,0,0,1,0
46,1482,139,1,0,1,0,0,0,0,0,0,1,0
37,481,97,0,0,0,1,0,1,0,0,0,1,0
49,0,78,1,0,0,1,0,0,0,0,0,1,0
35,2251,151,1,0,1,0,0,0,0,0,0,1,0
39,2644,192,0,1,1,0,0,0,0,0,0,1,0
45,2119,120,1,0,1,0,0,0,0,0,0,1,0
48,2214,607,1,0,1,0,0,0,0,0,0,1,0
38,216,141,1,0,0,1,0,0,0,0,0,1,0
31,0,81,1,0,1,0,0,0,0,0,0,1,0
52,204,123,1,0,0,0,0,0,0,0,0,1,0
33,610,116,1,0,1,0,0,0,1,0,0,1,0
58,309,156,1,0,0,0,0,0,0,0,0,1,0
53,180,58,1,0,1,0,0,0,1,0,0,1,0
47,0,203,1,0,1,0,0,0,0,0,0,1,0
56,63,122,1,0,0,0,0,0,0,0,0,1,0
32,470,286,0,1,0,1,0,0,0,0,0,1,0
38,3278,645,0,1,1,0,0,0,0,0,0,1,1
60,0,316,1,0,1,0,0,0,0,0,0,1,0
49,2,177,1,0,1,0,0,0,0,0,0,1,0
31,33,158,0,1,0,1,0,0,0,0,0,1,0
47,17206,125,1,0,1,0,0,1,0,0,0,1,0
59,0,112,1,0,0,1,0,0,0,0,0,1,0
60,225,54,1,0,0,1,0,0,0,0,0,1,0
50,60,255,0,0,0,1,0,0,0,0,0,1,0
35,854,133,1,0,0,1,0,0,1,0,0,1,0
46,134,134,0,0,0,1,0,0,0,0,0,1,0
60,10500,56,1,0,0,1,0,0,0,0,0,1,0
37,115,78,1,0,0,1,0,0,0,0,0,1,0
32,146,162,0,1,0,1,0,0,0,0,0,1,0
31,6562,118,1,0,0,1,0,1,0,0,0,1,0
56,0,432,1,0,1,0,0,0,0,0,0,1,0
48,4060,331,1,0,0,1,0,0,0,0,0,1,0
54,0,87,1,0,1,0,0,0,0,0,0,1,0
44,0,70,1,0,0,1,0,0,1,0,0,1,0
47,43,222,1,0,0,0,0,0,0,0,0,1,0
47,0,213,1,0,0,1,0,0,0,0,0,1,0
30,-274,166,0,0,1,0,0,1,1,0,0,1,0
36,140,100,0,1,1,0,0,1,0,0,0,1,0
41,1,55,1,0,1,0,0,0,0,0,0,1,0
32,264,103,1,0,0,1,0,1,0,0,0,1,0
48,0,215,1,0,1,0,0,0,0,0,0,1,0
48,3,104,1,0,0,0,1,0,0,0,0,1,0
45,571,361,1,0,1,0,0,1,0,0,0,1,0
53,4380,223,1,0,1,0,0,0,0,0,0,1,0
60,3043,235,1,0,1,0,0,0,0,0,0,1,0
53,210,96,1,0,0,1,0,0,0,0,0,1,0
47,0,210,1,0,1,0,0,0,0,0,0,1,0
60,374,276,1,0,1,0,0,0,0,0,0,1,0
33,81,671,1,0,1,0,0,0,0,0,0,1,0
60,0,83,1,0,1,0,0,0,0,0,0,1,0
57,1179,189,1,0,1,0,0,0,0,0,0,1,0
56,74,144,1,0,1,0,0,0,0,0,0,1,0
57,295,151,1,0,1,0,0,0,0,0,0,1,0
49,25,51,1,0,1,0,0,1,1,0,0,1,0
39,3494,344,1,0,1,0,0,1,0,0,0,1,0
45,2805,91,1,0,0,1,0,0,0,0,0,1,0
39,285,284,0,1,0,1,0,0,0,0,0,1,0
38,103,490,0,1,0,1,0,0,0,0,0,1,0
59,613,75,1,0,0,0,1,0,0,0,0,1,0
48,-95,134,1,0,1,0,0,0,0,0,0,1,0
49,0,141,1,0,1,0,0,0,0,0,0,1,0
49,-962,295,1,0,0,1,0,1,0,0,0,1,0
32,0,198,1,0,0,1,0,0,0,0,0,1,0
44,54,199,0,1,1,0,0,0,1,0,0,1,0
35,417,92,0,1,1,0,0,0,0,0,0,1,0
51,-202,504,0,0,0,1,0,0,0,0,0,1,0
49,0,68,0,0,0,1,0,0,0,0,0,1,0
43,143,101,1,0,0,1,0,0,0,0,0,1,0
34,72,113,1,0,0,1,0,0,0,0,0,1,0
42,2137,121,1,0,0,1,0,0,0,0,0,1,0
40,1063,264,1,0,0,1,0,1,1,0,0,1,0
56,20,153,1,0,1,0,0,0,1,0,0,1,0
49,412,1293,1,0,1,0,0,0,0,0,0,1,1
60,0,359,1,0,1,0,0,0,0,0,0,1,0
37,295,150,0,0,1,0,0,1,1,0,0,1,0
47,1884,74,1,0,0,1,0,1,1,0,0,1,0
34,5399,227,1,0,0,1,0,0,0,0,0,1,0
45,107,129,1,0,1,0,0,0,0,0,0,1,0
46,687,125,1,0,0,0,0,0,0,0,0,1,0
52,2122,323,1,0,1,0,0,0,1,0,0,1,0
50,1759,101,1,0,0,1,0,0,0,0,0,1,0
53,6657,128,1,0,1,0,0,1,0,0,0,1,0
34,30,193,1,0,1,0,0,0,0,0,0,1,0
57,31,260,1,0,0,1,0,0,0,0,0,1,0
32,47,133,0,1,0,1,0,0,0,0,0,1,0
49,673,501,1,0,1,0,0,1,0,0,0,1,0
49,5,131,0,0,1,0,0,0,0,0,0,1,0
45,740,109,1,0,1,0,0,0,1,0,0,1,0
56,33,97,1,0,1,0,0,1,0,0,0,1,0
39,61,339,1,0,1,0,0,0,0,0,0,1,0
60,-410,143,1,0,1,0,0,0,0,0,0,1,0
47,83,149,0,0,0,1,0,0,0,0,0,1,0
30,126,256,0,1,1,0,0,0,0,0,0,1,0
57,1183,111,1,0,0,0,0,0,0,0,0,1,0
33,27,332,0,1,0,1,0,0,0,0,0,1,0
41,240,290,1,0,1,0,0,0,0,0,0,1,0
51,401,80,1,0,0,1,0,0,0,0,0,1,0
48,0,58,1,0,0,1,0,0,0,0,0,1,0
57,3288,186,1,0,0,0,0,0,0,0,0,1,0
42,95,119,1,0,1,0,0,0,0,0,0,1,0
45,0,145,1,0,1,0,0,0,0,0,0,1,0
58,172,145,1,0,0,1,0,0,0,0,0,1,0
46,558,126,0,0,1,0,0,0,0,0,0,1,0
32,644,100,1,0,0,1,0,0,0,0,0,1,0
31,7369,204,1,0,1,0,0,0,0,0,0,1,0
30,0,178,1,0,0,1,0,0,0,0,0,1,0
42,0,225,0,0,0,1,0,0,0,0,0,1,0
46,182,160,0,1,1,0,0,0,0,0,0,1,0
38,231,118,0,1,0,1,0,0,0,0,0,1,0
55,2537,97,1,0,0,1,0,0,0,0,0,1,0
39,5495,391,1,0,0,1,0,1,0,0,0,1,0
34,0,130,0,1,1,0,0,0,0,0,0,1,0
36,734,276,0,0,0,1,0,0,0,0,0,1,0
48,348,159,1,0,0,1,0,0,0,0,0,1,0
36,61,452,1,0,0,1,0,0,1,0,0,1,0
42,356,129,1,0,0,1,0,0,0,0,0,1,0
40,51,164,1,0,0,1,0,0,0,0,0,1,0
30,1596,195,1,0,0,1,0,1,0,0,0,1,0
32,0,167,1,0,0,1,0,0,0,0,0,1,0
42,1079,117,1,0,1,0,0,0,0,0,0,1,0
36,632,306,1,0,1,0,0,1,0,0,0,1,0
55,0,55,1,0,0,0,0,1,0,0,0,1,0
40,254,194,1,0,0,1,0,0,0,0,0,1,0
33,801,133,1,0,0,1,0,0,0,0,0,1,0
31,-446,156,0,1,0,1,0,0,0,0,0,1,0
32,4133,175,1,0,1,0,0,0,0,0,0,1,0
52,2095,419,1,0,1,0,0,1,1,0,0,1,0
32,10,190,0,1,1,0,0,0,0,0,0,1,0
58,0,109,1,0,0,0,0,0,0,0,0,1,0
56,1282,323,1,0,0,1,0,0,0,0,0,1,0
41,712,409,1,0,1,0,0,0,0,0,0,1,0
54,127,176,1,0,0,0,0,0,0,0,0,1,0
41,-1,406,1,0,1,0,0,0,1,0,0,1,0
39,0,92,1,0,0,0,0,1,0,0,0,1,0
56,982,113,1,0,0,1,0,0,0,0,0,1,0
60,2149,222,1,0,0,1,0,0,0,0,0,1,0
33,3655,183,0,1,0,1,0,0,0,0,0,1,0
34,52,90,0,1,1,0,0,0,0,0,0,1,0
57,0,188,1,0,0,1,0,0,0,0,0,1,0
33,0,275,0,0,0,1,0,1,1,0,0,1,0
36,818,96,0,1,1,0,0,1,1,0,0,1,0
42,12584,21,0,0,1,0,0,0,0,0,0,1,0
42,248,163,0,0,1,0,0,0,0,0,0,1,0
53,139,28,1,0,1,0,0,1,0,0,0,1,0
43,483,950,0,1,0,1,0,0,0,0,0,1,1
60,600,99,1,0,0,0,0,0,0,0,0,1,0
36,0,120,1,0,1,0,0,0,0,0,0,1,0
55,17,129,0,0,0,1,0,0,0,0,0,1,0
56,64,35,1,0,1,0,0,0,0,0,0,1,0
37,46,119,1,0,1,0,0,0,1,0,0,1,0
34,66,74,0,0,0,1,0,0,1,0,0,1,0
57,2120,687,1,0,1,0,0,0,0,0,0,1,1
51,91,224,1,0,1,0,0,0,0,0,0,1,0
30,0,292,0,1,0,1,0,0,0,0,0,1,0
48,3,289,1,0,1,0,0,0,1,0,0,1,0
30,27,163,1,0,1,0,0,1,0,0,0,1,0
31,0,155,0,1,0,1,0,0,0,0,0,1,0
34,5547,73,1,0,0,1,0,1,0,0,0,1,0
40,171,1241,0,1,0,1,0,0,0,0,0,1,0
35,141,299,1,0,1,0,0,1,0,0,0,1,0
36,60,209,1,0,0,1,0,0,0,0,0,1,0
49,8413,131,1,0,0,1,0,0,0,0,0,1,0
36,71,587,1,0,0,1,0,0,0,0,0,1,0
58,3228,58,1,0,0,1,0,0,0,0,0,1,0
52,605,191,1,0,0,1,0,0,0,0,0,1,0
39,-401,274,0,1,0,1,0,1,0,0,0,1,0
53,172,80,1,0,1,0,0,0,0,0,0,1,0
51,45,95,0,0,0,1,0,0,0,0,0,1,0
46,71,220,1,0,0,1,0,1,0,0,0,1,0
32,266,168,1,0,1,0,0,1,0,0,0,1,0
33,295,360,0,0,1,0,0,0,0,0,0,1,0
33,808,12,1,0,0,1,0,1,0,0,0,1,0
31,0,133,0,1,0,1,0,0,0,0,0,1,0
37,971,120,0,1,0,1,0,0,0,0,0,1,0
46,401,69,0,1,1,0,0,0,0,0,0,1,0
44,1127,82,1,0,1,0,0,1,0,0,0,1,0
52,0,119,0,0,0,1,0,0,0,0,0,1,0
40,119,258,1,0,0,1,0,0,0,0,0,1,0
50,-1,195,1,0,0,0,0,0,0,0,0,1,0
43,42,696,0,0,0,1,0,1,0,0,0,1,0
30,-189,105,1,0,1,0,0,0,0,0,0,1,0
57,929,387,1,0,0,1,0,0,0,0,0,1,0
48,83,243,0,0,0,1,0,0,1,0,0,1,0
51,950,377,1,0,1,0,0,0,0,0,0,1,0
40,0,60,0,0,1,0,0,0,0,0,0,1,0
34,56,91,1,0,1,0,0,0,0,0,0,1,0
43,0,103,1,0,1,0,0,0,0,0,0,1,0
57,114,281,0,0,0,1,0,0,0,0,0,1,0
45,487,110,1,0,0,0,0,1,0,0,0,1,0
53,261,100,1,0,0,1,0,0,0,0,0,1,0
40,409,111,1,0,0,1,0,0,0,0,0,1,0
55,-408,528,1,0,0,1,0,0,0,0,0,1,0
31,0,144,1,0,1,0,0,0,1,0,0,1,0
34,82,292,0,1,0,1,0,0,0,0,0,1,0
30,5,120,0,1,1,0,0,0,0,0,0,1,0
45,251,102,1,0,1,0,0,1,0,0,0,1,0
45,0,92,1,0,0,0,0,0,0,0,0,1,0
43,227,124,1,0,1,0,0,1,1,0,0,1,0
45,451,142,0,1,1,0,0,1,0,0,0,1,0
55,168,79,1,0,1,0,0,0,0,0,0,1,0
58,0,153,1,0,1,0,0,0,0,0,0,1,0
33,1465,98,1,0,0,1,0,0,0,0,0,1,0
31,297,551,1,0,1,0,0,0,0,0,0,1,0
36,11,97,0,0,1,0,0,0,0,0,0,1,0
34,-292,181,0,1,0,1,0,1,0,0,0,1,0
39,1373,386,1,0,0,1,0,0,0,0,0,1,0
39,88,349,1,0,0,1,0,0,0,0,0,1,0
50,-1415,358,1,0,1,0,0,0,0,0,0,1,0
42,58,153,0,0,1,0,0,0,0,0,0,1,0
57,-133,197,1,0,1,0,0,0,0,0,0,1,0
60,420,245,1,0,0,0,0,0,0,0,0,1,0
33,47,168,1,0,1,0,0,0,0,0,0,1,0
39,1,111,0,1,1,0,0,0,0,0,0,1,0
59,0,288,1,0,0,0,0,0,0,0,0,1,0
30,8,28,0,1,1,0,0,0,0,0,0,1,0
53,3429,280,1,0,1,0,0,0,0,0,0,1,0
30,-58,15,0,1,0,1,0,0,1,0,0,1,0
47,5401,824,1,0,1,0,0,0,0,0,0,1,0
32,1625,451,0,1,0,1,0,1,0,0,0,1,0
54,-291,99,0,0,1,0,0,0,0,0,0,1,0
56,0,486,1,0,0,1,0,0,0,0,0,1,0
32,29,156,0,1,1,0,0,0,0,0,0,1,0
33,0,53,0,1,0,1,0,0,0,0,0,1,0
46,966,40,1,0,1,0,0,1,1,0,0,1,0
46,0,328,1,0,0,1,0,0,0,0,0,1,0
33,18,19,1,0,1,0,0,0,1,0,0,1,0
35,86,144,1,0,0,1,0,1,0,0,0,1,0
46,0,42,0,1,1,0,0,0,0,0,0,1,0
35,299,1059,1,0,0,1,0,0,0,0,0,1,0
